Name,P_M17,RRT_type_monson,[Fe/H],r_[Fe/H],Name_lower,<Umag>,e_<Umag>,<Bmag>,e_<Bmag>,<Vmag>,e_<Vmag>,<Rmag>,e_<Rmag>,<Imag>,e_<Imag>,<Jmag>,e_<Jmag>,<Hmag>,e_<Hmag>,<Ksmag>,e_<Ksmag>,<[3.6]>,e_<[3.6]>,<[4.5]>,e_<[4.5]>,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,pf,pf_error,p1_o,p1_o_error,p2_o,p2_o_error,p3_o,p3_o_error,epoch_g,epoch_g_error,epoch_bp,epoch_bp_error,epoch_rp,epoch_rp_error,int_average_g,int_average_g_error,int_average_bp,int_average_bp_error,int_average_rp,int_average_rp_error,peak_to_peak_g,peak_to_peak_g_error,peak_to_peak_bp,peak_to_peak_bp_error,peak_to_peak_rp,peak_to_peak_rp_error,metallicity_gaia,metallicity_error_gaia,r21_g,r21_g_error,r31_g,r31_g_error,phi21_g,phi21_g_error,phi31_g,phi31_g_error,num_clean_epochs_g,num_clean_epochs_bp,num_clean_epochs_rp,g_absorption,g_absorption_error,best_classification_gaia,Separation
RV Oct,0.5711625,RRab,-1.71,,rvoct,,,11.386,0.007,10.953,0.007,10.68,0.02,10.335,0.007,9.863,0.02,9.61,0.013,9.49,0.009,9.492,0.011,9.48,0.011,1635721458409799680,Gaia DR2 5769986338215537280,5769986338215537280,923348946,2015.5,206.63074208528943,0.024758920533289368,-84.40170794711631,0.02523581894569357,1.011531962561795,0.02929311578330021,34.531387,-34.39857518599725,0.043895914037310246,15.22564594386643,0.04915008769957448,0.17076798,-0.29069525,-0.4150004,-0.19256493,-0.3072801,-0.056584068,-0.484498,0.043707505,0.52400327,0.13979436,232,232,224,8,13.528539,640.30865,0.0,0.7012352729598693,31,true,328.88046,1.640982562765786,0.007300747393529318,-0.053724248,27,17,0.039088126,0,32,false,267,782971.9230845043,13755.731678370006,56.919685,10.954,28,474405.7422845637,31944.535310002942,14.85092,11.161014,28,540191.9418614112,23224.495638079075,23.259577,10.43055,1.2958289,0,0.730464,0.20701313,0.52345085,,,0,,,,VARIABLE,304.36392445943204,-21.68376317937064,258.6895048409692,-63.60007808637348,100001,6298.6396,5962.0,6796.1396,1.8155,1.414,1.9896,0.9187,0.745,1.027,200111,4.5735235,3.9284375,5.1045856,29.660849,28.178116,31.143581,0.5711583984436129,6.604340485954425E-8,,,,,,,1699.3240589143027,9.339947885766465E-8,1699.3203228409764,9.339947885766465E-8,1699.8609654249246,9.339947885766465E-8,10.841240119887651,1.262523743420272E-4,11.104099344247814,1.5576073655266192E-4,10.383982467394004,2.119391203502588E-4,1.0500570408477738,6.669811276444912E-4,1.1694900339837684,6.17890525671195E-4,0.6605417539674114,8.797172661951512E-4,-1.3530672869668514,0.2170166744067357,0.6237218691939929,7.168336426179914E-4,0.42484882450809974,8.374553845460324E-4,4.0760645249487695,0.002014717153741294,2.044202405544036,0.0032833684064077244,30,28,24,0.38168404375253745,0.05165050865037746,RRab,0.581231315622034
RV UMa,0.46806,RRab,-1.2,,rvuma,,,10.979,0.021,10.711,0.021,,,10.336,0.021,,,,,,,9.755,0.009,9.74,0.009,1635721458409799680,Gaia DR2 1561928427003019520,1561928427003019520,463034332,2015.5,203.32514964823073,0.02182849590012645,53.9872040792845,0.019959079311616116,0.9226776601554264,0.0277293177259507,33.274445,-27.321369782537488,0.038557459337581645,-42.93886591195106,0.03962042132330432,0.012983964,-0.405759,-0.21327415,0.12569603,0.1907079,-0.00851324,-0.09965643,-0.023424448,-0.31345385,0.09112266,300,300,291,9,15.186455,823.305,0.0,0.0,31,true,337.2831,1.66324736600582,0.006246187947493783,0.023089198,35,19,0.0300144,0,50,false,383,853835.8216761956,9104.755303567945,93.779106,10.85993,39,505592.57739211846,17090.429825328738,29.583374,11.0918865,44,513754.34055998776,13293.850973010765,38.64601,10.485031,1.1938442,0,0.6068554,0.23195648,0.3748989,-169.9326262345264,6.864544659719786,11,6250.0,4.5,0.0,VARIABLE,109.75715626847077,62.05722548100081,168.67174050208953,56.58902754844885,100001,6765.0,6602.7773,6918.0,1.578,1.1574,1.813,0.795,0.5799,0.9151,200111,4.5354567,4.337061,4.7610564,38.81575,36.850006,40.781494,0.46805542756756113,4.37297902465193E-8,,,,,,,1666.2630085599867,6.184326244635828E-8,1666.2543916338352,6.184326244635828E-8,1666.2736889224068,6.184326244635828E-8,10.693262833428683,1.647341440009987E-4,10.890790239703993,1.718905419815268E-4,10.41217126969621,1.497479910204534E-4,1.022033415448746,8.513998222300257E-4,0.9983007786407097,8.491998606296186E-4,0.5644892217969222,6.735275472447123E-4,-0.9002828245409589,0.21695822976035387,0.5167615045711544,4.3998334964186366E-4,0.33517077708199816,5.870129071420452E-4,4.032917541250292,0.0014004315194164265,1.8440565031363807,0.00252246132591942,43,41,41,,,RRab,0.7923541381173344
RX Eri,0.58724622,RRab,-1.33,,rxeri,10.184,0.02,10.083,0.003,9.675,0.003,9.411,0.02,9.12,0.003,,,,,8.358,0.009,8.336,0.009,8.312,0.008,1635721458409799680,Gaia DR2 2981136563930816128,2981136563930816128,1592121113,2015.5,72.43447804636894,0.021213104383718547,-15.741221280014509,0.021211365841739764,1.6231508769520144,0.030663027067728856,52.935116,-15.671701838233108,0.042089586907728245,-9.988501139497902,0.042125572107829856,0.44684714,0.13852493,-0.18504387,-0.45898435,-0.012581155,-0.43966737,-0.4434954,0.2516044,-0.0027455168,0.40980467,344,344,329,15,12.695388,765.3455,0.0,0.0,31,true,248.61847,1.6355835922558921,0.00606965242934767,0.0026705235,39,15,0.037026145,0,43,true,366,2576474.688047899,26425.74286373482,97.498665,9.660801,36,1472752.4913134817,54270.16682226064,27.137423,9.931064,41,1615761.286189275,39035.05430258548,41.39257,9.240977,1.1987363,0,0.69008636,0.27026272,0.41982365,84.8563877834906,6.520356499764737,15,6500.0,3.5,-1.5,VARIABLE,214.25665502892616,-33.88318516403186,68.40858136582798,-37.87303737336648,100001,6365.0,6307.0,6418.3335,1.567,1.2443,1.8071,0.792,0.6316,0.917,200111,5.0607243,4.9769692,5.1542306,37.871605,36.66888,39.07433,0.5872515854877596,1.044980460936211E-7,,,,,,,1730.9292280833401,1.477825540270878E-7,1730.9577196651833,1.477825540270878E-7,1730.942575877648,1.477825540270878E-7,9.555471861328513,1.6490228400028526E-4,9.842210978254043,8.082329627318223E-4,9.171402233491788,3.0410292866132806E-4,0.8232642894260387,9.633219557430328E-4,0.8027087907884702,0.0035514418115465255,0.6325473988081356,0.0016736444896464687,-1.093501988984702,0.21699313788633995,0.5352680335203224,8.017150380864974E-4,0.35762982043532404,8.013155272643272E-4,4.121132733725169,0.001312402672361409,2.2357877133739184,0.003010277789142675,40,26,34,0.08286556607791008,0.051475438932320754,RRab,0.2902483135264498
ST Boo,0.622286,RRab,-1.76,,stboo,,,11.265,0.012,10.94,0.012,,,10.484,0.012,,,,,,,9.834,0.009,9.816,0.009,1635721458409799680,Gaia DR2 1374971554331800576,1374971554331800576,1067122848,2015.5,232.6633688016395,0.036142249547539036,35.784482213688115,0.04136198978300264,0.7385594541180772,0.05250889765525983,14.065415,-17.01114887648206,0.0804398924008438,-11.519515824951442,0.07952263498067656,0.061277136,-0.14061919,0.09136685,0.20823772,0.28714558,0.122189395,-0.3031462,-0.1306477,-0.20056294,0.25599396,148,148,135,13,10.520174,382.74173,0.07939277762047749,2.430279728775811,31,true,108.32724,1.6651839488210656,0.01174829920468235,0.057876524,17,11,0.054014042,0,21,true,180,686303.631787198,11994.085122236684,57.220173,11.0970745,18,437046.7053851137,30692.786620991596,14.239395,11.250069,17,432527.4252481325,21047.735838228313,20.549831,10.6718855,1.26704,0,0.5781832,0.15299416,0.42518902,,,0,,,,VARIABLE,57.3926093745949,55.21348955563566,216.13022230686227,52.471405010486066,100001,6876.0,6299.7007,7281.0,1.635,1.1776,1.8286,0.8227,0.6447,0.9277,200111,4.919987,4.387869,5.861326,48.749046,43.968346,53.529747,0.5519245009992508,1.875919008049455E-7,,,,,,,1717.997990892921,2.652950103097023E-7,1717.9788091239068,2.652950103097023E-7,1718.0297806935346,2.652950103097023E-7,10.928684881161333,2.5520924573337863E-4,11.229082858581593,3.070798258740889E-4,10.658282029273046,2.920198625381278E-4,0.7017557712630467,8.066363746815836E-4,0.5397468133991126,0.0010275612390160695,0.35369134089364707,9.311528325569107E-4,,,0.27744497786066663,9.713584441256295E-4,,,3.4970196013495,0.003784664976639237,,,17,14,13,,,RRab,0.31706344282452775
ST CVn,0.329045,RRc,-1.07,,stcvn,,,11.591,0.01,11.337,0.01,,,10.949,0.01,,,,,,,10.437,0.009,10.413,0.009,1635721458409799680,Gaia DR2 1453674738379109760,1453674738379109760,992749007,2015.5,209.39182737713304,0.023359338637694866,29.85792648835402,0.023044423406530644,0.7676243596489962,0.031498013036693064,24.370565,-17.391291332981442,0.05643751176338793,-11.649279898511447,0.04110599646816222,-0.16136894,-0.119664915,-0.26932192,-0.009743575,0.078207746,-0.07958525,-0.4044174,-0.1850504,-0.036457896,-0.19181061,315,315,295,20,13.240485,738.78143,0.0,0.06598600061596983,31,true,433.64795,1.689427924534455,0.006254213150419978,4.0036353E-5,36,16,0.04015619,0,44,true,370,538113.7661113428,3390.952840384174,158.69102,11.36118,35,353965.55765467143,8980.768116375604,39.413727,11.478986,36,311110.4331687128,4890.753393047186,63.611965,11.0296335,1.2359394,0,0.44935226,0.11780548,0.33154678,,,0,,,,VARIABLE,47.46441034213809,75.22984890161187,194.29078618687765,38.76129331480884,100001,7292.0,7050.0,7844.0,,,,,,,200111,3.7447908,3.236277,4.0062923,35.722057,33.400024,38.04409,,,0.32902919421519605,1.1213613692266536E-7,,,,,1693.5626486942992,1.5858444566815974E-7,1693.566603982798,1.5858444566815974E-7,1693.5663623383107,1.5858444566815974E-7,11.294199917569667,1.5526509459486715E-4,11.45697940134491,1.550912009541302E-4,11.022104416930317,1.809206859541093E-4,0.366980178796549,4.850524926974355E-4,0.4273459114704181,0.00216111424923669,0.2732310756228191,0.0015362725281946237,,,,,,,,,,,37,35,36,,,RRc,0.32195425447002507
SV Hya,0.4785428,RRab,-1.5,,svhya,10.941,0.021,10.849,0.006,10.538,0.006,,,10.059,0.006,,,,,,,9.367,0.008,9.348,0.009,1635721458409799680,Gaia DR2 3499611306368945536,3499611306368945536,1436755187,2015.5,187.62692172930417,0.03698235481231875,-26.047465542847902,0.039707595960970524,1.2076288635164631,0.05156092223131613,23.421398,-36.49239978369148,0.07407301022973851,15.265059961123324,0.06274773683438632,-0.34321252,-0.28295562,-0.41074842,0.24064843,-0.20463207,0.3896801,-0.8659232,-0.06215841,0.31358135,-0.49908912,293,293,277,16,15.058645,794.72656,0.0,1.042374249874756,31,true,286.92224,1.6644259979790048,0.007624945959913371,-0.011565836,33,12,0.05544376,0,33,true,292,1113199.4458136966,18117.063027061296,61.44481,10.571934,31,660476.7602585299,42222.71661272521,15.642688,10.801744,32,665153.2902224053,24879.809947365233,26.734661,10.204616,1.1908289,0,0.59712887,0.22981071,0.36731815,,,0,,,,VARIABLE,297.0751717232107,36.5861516086807,197.69317703971706,-20.820967403367494,100001,6678.3003,6532.0767,6883.0,,,,,,,200111,4.059125,3.8212793,4.24289,29.527273,27.742441,31.312105,0.4785274664002498,1.1672575389683136E-7,,,,,,,1695.0332941545423,1.6507514423912307E-7,1695.0475087621865,1.6507514423912307E-7,1695.0528637023392,1.6507514423912307E-7,10.440881050415062,1.535385181991741E-4,10.651556737784318,1.4386693005468836E-4,10.120078682198985,1.3849907287180694E-4,1.0672932237142323,0.0013351278785892126,1.2976592850334896,8.624300237779677E-4,0.8171797647605352,8.440587800426577E-4,-0.9343713534431046,0.21702295364644383,0.4574221635015997,0.001331399662036574,0.29061446238831207,6.896130976079728E-4,3.89523239928058,0.0012224014242405842,1.8769670427462248,0.004591201368265839,33,28,30,-0.015371808294526513,0.051824892295530445,RRab,0.6215310846654389
SV Scl,0.377356,RRc,-1.77,,svscl,,,11.579,0.004,11.368,0.004,,,11.007,0.004,,,,,,,10.506,0.009,10.502,0.009,1635721458409799680,Gaia DR2 5022411786734718208,5022411786734718208,975713950,2015.5,26.248585704442235,0.028904057636800266,-30.059427694563286,0.024150354037423986,0.5014196394051259,0.03905166368033055,12.839905,-1.8288642668266082,0.07508341262183,-35.585481094560635,0.04398468063235309,0.13381675,0.08266494,-0.35377494,0.017752044,-0.053174976,0.10194802,-0.061239913,0.235033,-0.1356563,0.19154243,325,325,312,13,18.474964,1028.5496,0.07710554531519703,2.76870357446622,31,true,104.85616,1.6963992845982554,0.007328854780247728,0.056429762,38,15,0.049733363,0,46,false,391,532228.7900264541,4143.474422409619,128.44987,11.373119,41,351291.61445680686,9536.481439193827,36.836605,11.487219,42,297924.80728738237,5052.761459145008,58.96277,11.0766535,1.219807,0,0.41056538,0.1140995,0.29646587,,,0,,,,VARIABLE,230.08575592239367,-77.89232002487117,11.075591055759999,-37.721789550667886,100001,7662.355,7466.25,7943.3335,1.0443,0.776,1.2891,0.5265,0.3693,0.63,200111,5.2108936,4.8487654,5.488222,84.3273,74.63472,94.01988,,,0.3773585967832566,1.4694271452767015E-7,,,,,1690.1410053637317,2.0780837977694915E-7,1690.1409379443794,2.0780837977694915E-7,1690.1398922244232,2.0780837977694915E-7,11.303572003648046,1.7011478345729575E-4,11.444514927377519,1.2134319953146014E-4,11.059381919969631,1.1246547689324155E-4,0.47400114550358197,6.342746584342751E-4,0.5438312682032205,8.741579196790464E-4,0.339814147446889,7.990322920546406E-4,-2.200000189610626,0.2386401929754329,0.15970789573333444,0.00123903092324274,0.05949008418861726,0.0010591120803999713,4.857177582985649,0.00888060940233997,3.0972055117749093,0.02153528596004593,40,41,42,,,RRc,0.5678581801400423
SW Dra,0.56966993,RRab,-1.12,,swdra,10.836,0.02,10.815,0.007,10.471,0.007,10.238,0.02,9.977,0.007,,,,,,,9.303,0.009,9.285,0.009,1635721458409799680,Gaia DR2 1683444631037761024,1683444631037761024,997351483,2015.5,184.44395433290234,0.02745621887609779,69.51058913739072,0.028651584136223793,1.014066110376475,0.02981509921917154,34.01183,-26.95581891630444,0.048633958263286904,-7.316564948769508,0.046573850246951605,0.086876735,-0.17664035,-0.44950604,0.0149588045,-0.17700431,-0.030061617,-0.37637138,0.06476623,-0.23467797,0.11417642,166,166,160,6,10.351616,416.73932,0.0,0.0,31,true,332.2093,1.64174397011759,0.008006653407944027,-0.020416,19,12,0.03722113,0,20,true,175,1172001.071599899,16986.96626121381,68.99413,10.516046,15,674154.5267685417,30050.325784363304,22.434183,10.7794895,17,717306.5226021523,25518.68687822691,28.109068,10.122658,1.1872524,0,0.65683174,0.26344395,0.3933878,-11.844630545694411,8.70751670632637,6,6500.0,4.5,0.0,VARIABLE,127.26688383663384,47.33332072875227,135.10309152420464,60.48513589042955,100001,6363.275,6281.0,6510.315,1.559,1.3909,1.7731,0.784,0.6679,0.885,200111,5.4663343,5.222201,5.6104794,44.137714,41.957233,46.318195,0.569670086853188,4.5026291097841345E-7,,,,,,,1742.638309100516,6.367679153392619E-7,1742.638309100516,6.367679153392619E-7,1742.638309100516,6.367679153392619E-7,10.386039972056349,4.910545429627919E-4,,,,,0.8713952013027537,0.0020531369196656246,,,,,-1.1275779761591416,0.21741973449946078,0.5528930679380628,0.0014500473705987272,0.3322269224622633,0.0014055227271876083,4.224035121052211,0.004109168738141494,2.15621381519466,0.007198499752917842,20,14,13,,,RRab,0.42515467326407236
T Sex,0.3246846,RRc,-1.34,,tsex,10.44,0.02,10.294,0.008,10.032,0.008,9.869,0.02,9.673,0.008,9.325,0.02,,,9.157,0.009,9.141,0.009,9.119,0.008,1635721458409799680,Gaia DR2 3846786226007324160,3846786226007324160,510601594,2015.5,148.36825280784984,0.04194277338743124,2.0572164911436563,0.04758239098579788,1.2466456145459617,0.04437268305342969,28.094889,-18.82588548483225,0.07630776768661374,-23.70312327851468,0.0802919283314487,-0.5181419,-0.44451192,-0.27032584,0.44272292,0.27718586,0.33565277,-0.55432886,0.17255294,-0.32890078,-0.2883756,117,117,114,3,8.49979,287.54907,0.0,0.0,31,true,327.98032,1.6801833090074274,0.00970716776350258,-0.19155169,13,8,0.062375277,0,16,false,142,1851691.1572081523,22516.82558628451,82.235886,10.019444,16,1135047.9349497412,49508.557045875445,22.926298,10.213853,15,1042144.7481149588,28414.02744548134,36.67712,9.7171,1.175786,0,0.49675274,0.19440842,0.30234432,,,0,,,,VARIABLE,235.64302541895287,40.6049179037894,149.80397717419277,-10.110513695080943,100001,7039.33,6945.54,7106.0,1.1407,0.6449,1.4234,0.581,0.3209,0.7074,200111,4.574268,4.488837,4.6986403,46.28744,43.88298,48.691902,,,0.3246803551838941,2.8289033576005353E-7,,,,,1760.8389855453072,4.000673494961463E-7,1760.8389855453072,4.000673494961463E-7,1760.8389855453072,4.000673494961463E-7,9.963566245730442,8.00904958217002E-4,,,,,0.38735939018545373,9.371286286222616E-4,,,,,,,0.14091838514327987,0.002221298596751504,,,5.475565347298037,0.05337573950649336,,,14,11,14,,,RRc,0.46473521674044144
TV Boo,0.31256107,RRc,-2.44,,tvboo,11.23,0.02,11.179,0.009,10.986,0.009,10.838,0.02,10.652,0.009,10.294,0.009,,,10.181,0.009,10.197,0.009,10.179,0.009,1635721458409799680,Gaia DR2 1492230556717187456,1492230556717187456,425114779,2015.5,214.15239839987925,0.019478416446561356,42.359774907555376,0.022771905766838657,0.7467898795468167,0.028452193276454776,26.24718,-4.3330410121086596,0.03993372466403324,-33.74461551434683,0.04365999292230351,0.068991594,-0.07403215,-0.17692505,0.09727213,-0.01793104,0.09960274,-0.2559648,-0.22754247,-0.13546231,0.044223532,345,345,326,19,17.733255,1011.1383,0.07233280705161724,2.708973591369638,31,true,111.64238,1.692522991169942,0.005999036834515037,0.006656922,39,21,0.031956796,0,54,false,433,751316.729797049,5613.478165198127,133.84157,10.998808,45,496695.5371897174,13875.161266979074,35.79746,11.111162,44,409623.3707352255,7093.5395222024845,57.745975,10.730958,1.2063074,0,0.3802042,0.11235428,0.26784992,,,0,,,,VARIABLE,79.72959353668051,66.92304004448211,190.43209341012965,51.554053834475845,100001,7927.0,7595.0,8369.5,1.159,0.874,1.2995,0.581,0.4322,0.644,200111,3.9266002,3.5223732,4.27739,54.848343,51.41236,58.284325,,,0.31256166575864847,5.3631788378580647E-8,,,,,1689.1941439342872,7.58468024993125E-8,1689.1953901196625,7.58468024993125E-8,1689.1967301042798,7.58468024993125E-8,10.911059801724797,1.1603328810933381E-4,11.04095113412383,1.1379112295632783E-4,10.684616223683026,1.357427101151269E-4,0.5112972627114747,6.242876433701517E-4,0.60658246887483,7.474479553689507E-4,0.39574676499507433,7.001273890746731E-4,,,0.2924261277459482,0.0012503800137754414,,,4.324206808485841,0.002580992774838415,,,48,41,39,,,RRc,0.5254837108247552
TW Her,0.399600104,RRab,-0.69,,twher,,,11.554,0.005,11.249,0.005,,,10.817,0.005,,,,,,,10.234,0.009,10.21,0.009,1635721458409799680,Gaia DR2 4596935593202765184,4596935593202765184,364635572,2015.5,268.63002046340915,0.01631812108543477,30.410456127566007,0.021144754427379814,0.8596407806729365,0.023811570543563136,36.10181,3.7335436214111755,0.0347193653640116,-2.4317070727611094,0.04247096700790549,0.14196944,-0.18741302,-0.10541814,-0.09088498,0.1747836,-0.15556784,-0.1685017,-0.26687458,-0.10970809,0.2763336,336,336,321,15,17.72859,1002.6217,0.06359268678292859,2.349995015690625,31,true,140.12724,1.6558673562423396,0.005251314792108751,0.113763206,39,18,0.034626957,0,42,false,357,534290.5223125401,7875.712389849453,67.84028,11.368922,36,349976.63652708806,22873.588029941548,15.300469,11.49129,36,347049.17887181224,13109.43306344747,26.47324,10.910942,1.304582,0,0.580348,0.12236786,0.45798016,9.951103934248446,8.548969962078308,12,6250.0,4.5,0.0,VARIABLE,55.87360844953425,24.801881975122175,267.99739682600296,53.84021398285227,102001,6876.0,6246.0,7416.0,,,,,,,200111,3.7296064,3.2062347,4.5199203,28.013296,26.600746,29.425846,0.39959576574976363,2.2882330725928302E-7,,,,,,,1722.740092837027,3.2360502451314397E-7,1722.7819662498803,3.2360502451314397E-7,1722.7752451225438,3.2360502451314397E-7,11.207633047131207,2.894253613050839E-4,11.527292688021436,3.035923934693649E-4,10.92343235956851,3.167571674084313E-4,1.0769799463595842,0.0012915988029372895,0.7758050945922079,0.0012759159565946619,0.4223158183301958,0.0015084146299038606,-0.17443322478601075,0.21697397610950475,0.5496015362139811,0.0010842015739600838,0.3117850472632777,9.144540215973942E-4,3.934567603888887,0.0015713380149839807,1.9675331713918016,0.004462894225955109,36,27,24,,,RRab,0.08081171007792895
UU Vir,0.4756089,RRab,-0.87,,uuvir,10.986,0.02,10.868,0.007,10.561,0.007,10.348,0.02,10.118,0.007,9.723,0.02,,,9.496,0.009,9.486,0.008,9.48,0.008,1635721458409799680,Gaia DR2 3698725337375614464,3698725337375614464,1038178505,2015.5,182.1459501747075,0.05756510187746824,-0.45676312957435733,0.04635441632465253,1.208632515181156,0.08103697681919055,14.91458,-42.8757951068071,0.12546519092194744,-2.7972345470666653,0.07534713576049748,-0.5959765,-0.023381473,-0.21168485,0.38001192,-0.40815192,0.32482174,-0.3029298,-0.032240074,-0.23435381,-0.41643527,159,159,147,12,8.982227,352.30563,0.0,0.0,31,true,328.1064,1.663278800485465,0.009708205002469961,-0.082742244,18,8,0.0728829,0,25,true,211,1060510.3853496274,17767.526794399397,59.688126,10.624578,17,560446.9664803764,16787.86913701605,33.384045,10.980052,24,640009.9101940137,25252.922001140083,25.343994,10.246453,1.1319615,0,0.7335987,0.35547352,0.3781252,3.2040624251939462,8.98292310831018,11,6500.0,3.5,0.0,VARIABLE,280.7143027667642,60.55311078823306,182.15061690155204,0.43432563360053583,100001,6088.0,5947.0,6153.0,,,,,,,200111,4.779684,4.679233,5.0090184,28.27429,25.874664,30.673916,0.4755842713356998,8.000929941434681E-8,,,,,,,1680.5483395107835,1.13150236347739E-7,1680.5483395107835,1.13150236347739E-7,1680.5483395107835,1.13150236347739E-7,10.515500047049297,1.9693458393875353E-4,,,,,1.0326746922179737,0.0014233488442643328,,,,,-0.22068236996927482,0.21696692566085882,0.6346600984947925,0.0010844102609900027,0.30273964065506836,8.950663600767567E-4,4.296184275783496,0.0019209536067894008,2.427853623233455,0.005282559166287378,24,17,19,,,RRab,0.6849820708301257
UY Cam,0.2670274,RRc,-1.33,,uycam,,,11.685,0.009,11.507,0.009,,,11.207,0.028,,,,,,,10.778,0.009,10.763,0.009,1635721458409799680,Gaia DR2 1134921885080388992,1134921885080388992,1316459010,2015.5,119.7453170609181,0.031325444711677884,72.78753554575621,0.044723374804479014,0.7150602200764382,0.049760725609952434,14.369971,-1.5579952865580369,0.06880480976889507,-17.738499292246104,0.08284582305068147,-0.28091913,0.38443387,0.014835948,0.04935402,-0.3486634,-0.019390313,-0.42835486,0.30963683,0.018681016,-0.31833804,208,208,200,8,17.464191,781.4974,0.11721267944589153,6.422691994921756,31,true,55.83802,1.6957580352599788,0.009543884039166043,-0.007461692,25,14,0.05501375,0,32,false,265,469876.99600736354,2982.270648854104,157.5568,11.508406,26,308629.04318976356,7153.0636091892175,43.146416,11.627796,25,248973.1891724324,3668.6127410857193,67.86576,11.271539,1.1866983,0,0.35625744,0.11939049,0.23686695,,,0,,,,VARIABLE,142.17978727682845,30.80111575680996,103.4123353230115,50.73189100327904,100001,7983.0,7741.5,8441.75,0.408,0.0989,0.936,0.2173,0.0504,0.506,200111,3.207092,2.867997,3.4103067,37.634144,34.022907,41.24538,,,0.2670401686827516,8.871682399357717E-8,,,,,1742.7892171176957,1.2546453570238365E-7,1705.136561616149,1.2546453570238365E-7,1705.1371768810227,1.2546453570238365E-7,11.473579503177122,1.2242785416213475E-4,11.589317010574371,1.672493424414451E-4,11.25291691358661,1.874784953102295E-4,0.32712554584219866,5.844787712384733E-4,0.3728873285310854,7.789048878677497E-4,0.23178094106710567,8.721753198546379E-4,,,0.11421427933140775,0.0015019870591975219,,,4.9432311672207945,0.01461872943869662,,,28,26,25,,,RRc,0.3050157555330171
